config,seeds,n_seeds,borough,n_test,model,WMAPE,RMSE,MAE
func_sim,42,1,Islington,349,GATv2,0.7022,667.962,364.81
func_sim,42,1,Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
func_sim,42,1,Kensington and Chelsea,260,IDW,0.8407,572.156,364.475
func_sim,42,1,Kensington and Chelsea,260,MLR,0.5986,425.149,259.509
func_sim,42,1,Kensington and Chelsea,260,RF,0.5484,406.399,237.759
func_sim,42,1,Kensington and Chelsea,260,XGBoost,0.5507,401.197,238.747
func_sim,42,1,Kensington and Chelsea,260,MLP,0.5767,399.29,249.998
func_sim,42,1,Kensington and Chelsea,260,GATv2,0.6974,471.523,302.352
func_sim,42,1,Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
func_sim,42,1,Kingston upon Thames,391,IDW,0.8929,595.692,208.046
func_sim,42,1,Kingston upon Thames,391,MLR,0.7114,495.003,165.752
func_sim,42,1,Kingston upon Thames,391,RF,0.7084,518.368,165.062
func_sim,42,1,Kingston upon Thames,391,XGBoost,0.6785,490.933,158.096
func_sim,42,1,Kingston upon Thames,391,MLP,0.6924,484.78,161.323
func_sim,42,1,Kingston upon Thames,391,GATv2,0.7943,559.6,185.076
func_sim,42,1,Lambeth,577,HistAvg,0.8618,942.451,428.607
func_sim,42,1,Lambeth,577,IDW,0.8788,983.57,437.065
func_sim,42,1,Lambeth,577,MLR,0.6441,835.301,320.379
func_sim,42,1,Lambeth,577,RF,0.6296,828.417,313.152
func_sim,42,1,Lambeth,577,XGBoost,0.6209,805.317,308.834
func_sim,42,1,Lambeth,577,MLP,0.6077,801.636,302.226
func_sim,42,1,Lambeth,577,GATv2,0.7334,902.708,364.792
func_sim,42,1,Lewisham,609,HistAvg,0.9859,512.677,290.318
func_sim,42,1,Lewisham,609,IDW,0.8632,557.644,254.179
func_sim,42,1,Lewisham,609,MLR,0.5984,400.521,176.196
func_sim,42,1,Lewisham,609,RF,0.6069,426.002,178.72
func_sim,42,1,Lewisham,609,XGBoost,0.6227,437.131,183.374
func_sim,42,1,Lewisham,609,MLP,0.5999,397.243,176.64
func_sim,42,1,Lewisham,609,GATv2,0.6624,426.429,195.052
func_sim,42,1,Merton,457,HistAvg,1.0347,493.948,268.128
func_sim,42,1,Merton,457,IDW,0.848,513.306,219.742
func_sim,42,1,Merton,457,MLR,0.6653,422.94,172.39
func_sim,42,1,Merton,457,RF,0.6571,438.249,170.263
func_sim,42,1,Merton,457,XGBoost,0.6766,441.689,175.322
func_sim,42,1,Merton,457,MLP,0.6558,422.989,169.95
func_sim,42,1,Merton,457,GATv2,0.7927,501.711,205.424
func_sim,42,1,Newham,465,HistAvg,0.8322,506.085,319.074
func_sim,42,1,Newham,465,IDW,0.8321,558.618,319.027
func_sim,42,1,Newham,465,MLR,0.5694,375.153,218.299
func_sim,42,1,Newham,465,RF,0.6077,415.179,232.974
func_sim,42,1,Newham,465,XGBoost,0.615,414.898,235.786
func_sim,42,1,Newham,465,MLP,0.5741,380.073,220.104
func_sim,42,1,Newham,465,GATv2,0.657,446.857,251.888
func_sim,42,1,Redbridge,539,HistAvg,1.1018,465.014,271.086
func_sim,42,1,Redbridge,539,IDW,0.7995,445.101,196.706
func_sim,42,1,Redbridge,539,MLR,0.682,361.306,167.795
func_sim,42,1,Redbridge,539,RF,0.6852,369.409,168.573
func_sim,42,1,Redbridge,539,XGBoost,0.6522,334.046,160.465
func_sim,42,1,Redbridge,539,MLP,0.6683,345.483,164.427
func_sim,42,1,Redbridge,539,GATv2,0.7975,466.42,196.217
func_sim,42,1,Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
func_sim,42,1,Richmond upon Thames,484,IDW,0.8875,355.727,164.751
func_sim,42,1,Richmond upon Thames,484,MLR,0.6485,268.456,120.392
func_sim,42,1,Richmond upon Thames,484,RF,0.6594,266.909,122.405
func_sim,42,1,Richmond upon Thames,484,XGBoost,0.6782,271.139,125.892
func_sim,42,1,Richmond upon Thames,484,MLP,0.6804,256.752,126.307
func_sim,42,1,Richmond upon Thames,484,GATv2,0.7511,288.497,139.428
func_sim,42,1,Southwark,583,HistAvg,0.8601,854.25,414.185
func_sim,42,1,Southwark,583,IDW,0.8104,854.973,390.233
func_sim,42,1,Southwark,583,MLR,0.581,644.255,279.801
func_sim,42,1,Southwark,583,RF,0.6161,722.073,296.708
func_sim,42,1,Southwark,583,XGBoost,0.5916,696.828,284.892
func_sim,42,1,Southwark,583,MLP,0.5767,659.275,277.696
func_sim,42,1,Southwark,583,GATv2,0.7831,851.681,377.082
func_sim,42,1,Sutton,421,HistAvg,1.4868,309.593,241.96
func_sim,42,1,Sutton,421,IDW,0.8299,289.401,135.054
func_sim,42,1,Sutton,421,MLR,0.6465,226.834,105.205
func_sim,42,1,Sutton,421,RF,0.675,243.169,109.846
func_sim,42,1,Sutton,421,XGBoost,0.6911,248.006,112.475
func_sim,42,1,Sutton,421,MLP,0.6382,221.461,103.865
func_sim,42,1,Sutton,421,GATv2,0.7901,264.725,128.589
func_sim,42,1,Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
func_sim,42,1,Tower Hamlets,381,IDW,0.8218,407.615,233.622
func_sim,42,1,Tower Hamlets,381,MLR,0.5742,302.307,163.227
func_sim,42,1,Tower Hamlets,381,RF,0.6036,310.006,171.589
func_sim,42,1,Tower Hamlets,381,XGBoost,0.585,305.412,166.295
func_sim,42,1,Tower Hamlets,381,MLP,0.586,296.136,166.597
func_sim,42,1,Tower Hamlets,381,GATv2,0.7454,390.974,211.909
func_sim,42,1,Waltham Forest,492,HistAvg,0.8879,510.268,280.825
func_sim,42,1,Waltham Forest,492,IDW,0.8669,572.979,274.199
func_sim,42,1,Waltham Forest,492,MLR,0.7183,501.817,227.193
func_sim,42,1,Waltham Forest,492,RF,0.6405,461.445,202.569
func_sim,42,1,Waltham Forest,492,XGBoost,0.6609,477.32,209.031
func_sim,42,1,Waltham Forest,492,MLP,0.6738,468.797,213.109
func_sim,42,1,Waltham Forest,492,GATv2,0.7164,494.821,226.579
func_sim,42,1,Wandsworth,481,HistAvg,0.8146,681.466,346.179
func_sim,42,1,Wandsworth,481,IDW,0.7963,705.712,338.423
func_sim,42,1,Wandsworth,481,MLR,0.634,569.571,269.459
func_sim,42,1,Wandsworth,481,RF,0.6413,586.685,272.53
func_sim,42,1,Wandsworth,481,XGBoost,0.6379,584.862,271.112
func_sim,42,1,Wandsworth,481,MLP,0.6284,559.113,267.06
func_sim,42,1,Wandsworth,481,GATv2,0.6873,627.741,292.081
func_sim,42,1,Westminster,419,HistAvg,0.763,912.576,497.587
func_sim,42,1,Westminster,419,IDW,0.7677,896.337,500.659
func_sim,42,1,Westminster,419,MLR,0.5828,706.27,380.071
func_sim,42,1,Westminster,419,RF,0.5606,718.197,365.594
func_sim,42,1,Westminster,419,XGBoost,0.5787,701.358,377.379
func_sim,42,1,Westminster,419,MLP,0.5515,674.376,359.658
func_sim,42,1,Westminster,419,GATv2,0.625,763.394,407.563
gcn,42,1,Barking and Dagenham,364,HistAvg,0.893,570.009,262.968
gcn,42,1,Barking and Dagenham,364,MLR,0.7043,534.701,207.417
gcn,42,1,Barking and Dagenham,364,RF,0.6935,518.838,204.243
gcn,42,1,Barking and Dagenham,364,XGBoost,0.6706,504.096,197.476
gcn,42,1,Barking and Dagenham,364,MLP,0.6811,524.479,200.563
gcn,42,1,Barking and Dagenham,364,GATv2,0.7229,560.407,212.881
gcn,42,1,Barnet,993,HistAvg,1.2395,379.816,265.098
gcn,42,1,Barnet,993,MLR,0.6935,348.166,148.322
gcn,42,1,Barnet,993,RF,0.6598,309.932,141.12
gcn,42,1,Barnet,993,XGBoost,0.6577,301.16,140.667
gcn,42,1,Barnet,993,MLP,0.6734,309.83,144.021
gcn,42,1,Barnet,993,GATv2,0.7159,322.361,153.1
gcn,42,1,Bexley,672,HistAvg,1.6969,388.739,256.754
gcn,42,1,Bexley,672,MLR,0.6933,305.878,104.9
gcn,42,1,Bexley,672,RF,0.6847,324.38,103.606
gcn,42,1,Bexley,672,XGBoost,0.6921,301.404,104.715
gcn,42,1,Bexley,672,MLP,0.6839,304.498,103.475
gcn,42,1,Bexley,672,GATv2,0.7606,343.481,115.089
gcn,42,1,Brent,575,HistAvg,0.8181,541.496,311.062
gcn,42,1,Brent,575,MLR,0.6306,475.734,239.761
gcn,42,1,Brent,575,RF,0.652,492.364,247.922
gcn,42,1,Brent,575,XGBoost,0.642,479.007,244.099
gcn,42,1,Brent,575,MLP,0.6221,466.001,236.535
gcn,42,1,Brent,575,GATv2,0.6898,513.731,262.258
gcn,42,1,Bromley,1179,HistAvg,2.6075,309.255,265.171
gcn,42,1,Bromley,1179,MLR,0.6641,169.238,67.537
gcn,42,1,Bromley,1179,RF,0.6545,185.347,66.561
gcn,42,1,Bromley,1179,XGBoost,0.6504,173.117,66.142
gcn,42,1,Bromley,1179,MLP,0.6595,163.302,67.068
gcn,42,1,Bromley,1179,GATv2,0.7112,181.807,72.324
gcn,42,1,Camden,424,HistAvg,0.8666,609.429,349.975
gcn,42,1,Camden,424,MLR,0.5214,446.19,210.558
gcn,42,1,Camden,424,RF,0.523,449.668,211.207
gcn,42,1,Camden,424,XGBoost,0.539,460.715,217.675
gcn,42,1,Camden,424,MLP,0.5026,419.062,202.953
gcn,42,1,Camden,424,GATv2,0.658,510.298,265.717
gcn,42,1,City of London,101,HistAvg,0.798,914.764,520.033
gcn,42,1,City of London,101,MLR,0.5655,708.56,368.551
gcn,42,1,City of London,101,RF,0.5729,731.442,373.354
gcn,42,1,City of London,101,XGBoost,0.5667,703.402,369.289
gcn,42,1,City of London,101,MLP,0.5702,658.32,371.594
gcn,42,1,City of London,101,GATv2,0.7855,946.188,511.913
gcn,42,1,Croydon,1019,HistAvg,1.5477,343.611,254.841
gcn,42,1,Croydon,1019,MLR,0.6755,274.015,111.225
gcn,42,1,Croydon,1019,RF,0.6783,278.265,111.688
gcn,42,1,Croydon,1019,XGBoost,0.6603,264.784,108.717
gcn,42,1,Croydon,1019,MLP,0.6678,271.155,109.957
gcn,42,1,Croydon,1019,GATv2,0.7071,284.764,116.437
gcn,42,1,Ealing,683,HistAvg,0.9636,570.286,318.126
gcn,42,1,Ealing,683,MLR,0.6504,470.834,214.746
gcn,42,1,Ealing,683,RF,0.6688,502.064,220.826
gcn,42,1,Ealing,683,XGBoost,0.6339,466.953,209.298
gcn,42,1,Ealing,683,MLP,0.6386,463.697,210.841
gcn,42,1,Ealing,683,GATv2,0.7648,569.512,252.515
gcn,42,1,Enfield,707,HistAvg,1.1452,433.336,276.391
gcn,42,1,Enfield,707,MLR,0.6777,363.783,163.561
gcn,42,1,Enfield,707,RF,0.7019,394.193,169.399
gcn,42,1,Enfield,707,XGBoost,0.7009,394.895,169.168
gcn,42,1,Enfield,707,MLP,0.6669,359.644,160.957
gcn,42,1,Enfield,707,GATv2,0.7814,428.456,188.593
gcn,42,1,Greenwich,659,HistAvg,0.9994,596.257,285.229
gcn,42,1,Greenwich,659,MLR,0.6641,515.151,189.529
gcn,42,1,Greenwich,659,RF,0.656,538.087,187.228
gcn,42,1,Greenwich,659,XGBoost,0.6363,526.515,181.603
gcn,42,1,Greenwich,659,MLP,0.6558,510.533,187.158
gcn,42,1,Greenwich,659,GATv2,0.7265,547.373,207.331
gcn,42,1,Hackney,442,HistAvg,0.8267,512.63,325.701
gcn,42,1,Hackney,442,MLR,0.4995,366.237,196.81
gcn,42,1,Hackney,442,RF,0.5326,391.617,209.832
gcn,42,1,Hackney,442,XGBoost,0.5063,361.219,199.469
gcn,42,1,Hackney,442,MLP,0.4931,357.909,194.254
gcn,42,1,Hackney,442,GATv2,0.6877,479.758,270.956
gcn,42,1,Hammersmith and Fulham,276,HistAvg,0.7878,748.498,373.545
gcn,42,1,Hammersmith and Fulham,276,MLR,0.6967,659.552,330.33
gcn,42,1,Hammersmith and Fulham,276,RF,0.673,677.794,319.098
gcn,42,1,Hammersmith and Fulham,276,XGBoost,0.6941,673.634,329.077
gcn,42,1,Hammersmith and Fulham,276,MLP,0.6872,646.16,325.807
gcn,42,1,Hammersmith and Fulham,276,GATv2,0.6958,690.919,329.884
gcn,42,1,Haringey,461,HistAvg,0.8402,761.461,380.81
gcn,42,1,Haringey,461,MLR,0.6572,625.971,297.864
gcn,42,1,Haringey,461,RF,0.6623,678.695,300.208
gcn,42,1,Haringey,461,XGBoost,0.6837,689.043,309.917
gcn,42,1,Haringey,461,MLP,0.6346,619.24,287.619
gcn,42,1,Haringey,461,GATv2,0.6904,679.712,312.911
gcn,42,1,Harrow,432,HistAvg,1.0881,369.502,256.035
gcn,42,1,Harrow,432,MLR,0.634,296.505,149.177
gcn,42,1,Harrow,432,RF,0.6324,300.483,148.808
gcn,42,1,Harrow,432,XGBoost,0.6014,280.506,141.514
gcn,42,1,Harrow,432,MLP,0.6201,283.054,145.909
gcn,42,1,Harrow,432,GATv2,0.7511,359.967,176.747
gcn,42,1,Havering,691,HistAvg,1.6017,456.404,268.356
gcn,42,1,Havering,691,MLR,0.712,354.724,119.289
gcn,42,1,Havering,691,RF,0.7215,366.109,120.889
gcn,42,1,Havering,691,XGBoost,0.879,372.771,147.268
gcn,42,1,Havering,691,MLP,0.7073,348.011,118.504
gcn,42,1,Havering,691,GATv2,0.7754,365.952,129.914
gcn,42,1,Hillingdon,706,HistAvg,1.3003,592.939,309.8
gcn,42,1,Hillingdon,706,MLR,0.7117,485.526,169.552
gcn,42,1,Hillingdon,706,RF,0.7647,559.197,182.194
gcn,42,1,Hillingdon,706,XGBoost,0.7618,527.187,181.497
gcn,42,1,Hillingdon,706,MLP,0.7296,499.557,173.832
gcn,42,1,Hillingdon,706,GATv2,0.8025,574.675,191.182
gcn,42,1,Hounslow,651,HistAvg,1.054,427.703,263.162
gcn,42,1,Hounslow,651,MLR,0.6382,361.817,159.345
gcn,42,1,Hounslow,651,RF,0.6539,370.987,163.263
gcn,42,1,Hounslow,651,XGBoost,0.6377,350.568,159.231
gcn,42,1,Hounslow,651,MLP,0.6162,337.407,153.85
gcn,42,1,Hounslow,651,GATv2,0.7326,399.646,182.925
gcn,42,1,Islington,349,HistAvg,0.7866,736.434,408.65
gcn,42,1,Islington,349,MLR,0.5887,621.572,305.82
gcn,42,1,Islington,349,RF,0.5871,626.78,305.001
gcn,42,1,Islington,349,XGBoost,0.5884,595.045,305.683
gcn,42,1,Islington,349,MLP,0.5869,607.002,304.891
gcn,42,1,Islington,349,GATv2,0.661,650.191,343.394
gcn,42,1,Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
gcn,42,1,Kensington and Chelsea,260,MLR,0.5986,425.149,259.509
gcn,42,1,Kensington and Chelsea,260,RF,0.5484,406.399,237.759
gcn,42,1,Kensington and Chelsea,260,XGBoost,0.5507,401.197,238.747
gcn,42,1,Kensington and Chelsea,260,MLP,0.5803,401.402,251.594
gcn,42,1,Kensington and Chelsea,260,GATv2,0.6059,435.332,262.677
gcn,42,1,Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
gcn,42,1,Kingston upon Thames,391,MLR,0.7114,495.003,165.752
gcn,42,1,Kingston upon Thames,391,RF,0.7084,518.368,165.062
gcn,42,1,Kingston upon Thames,391,XGBoost,0.6785,490.933,158.096
gcn,42,1,Kingston upon Thames,391,MLP,0.6924,480.688,161.329
gcn,42,1,Kingston upon Thames,391,GATv2,0.7507,513.918,174.916
gcn,42,1,Lambeth,577,HistAvg,0.8618,942.451,428.607
gcn,42,1,Lambeth,577,MLR,0.6441,835.301,320.379
gcn,42,1,Lambeth,577,RF,0.6296,828.417,313.152
gcn,42,1,Lambeth,577,XGBoost,0.6209,805.317,308.834
gcn,42,1,Lambeth,577,MLP,0.6087,801.273,302.77
gcn,42,1,Lambeth,577,GATv2,0.7645,942.394,380.242
gcn,42,1,Lewisham,609,HistAvg,0.9859,512.677,290.318
gcn,42,1,Lewisham,609,MLR,0.5984,400.521,176.196
gcn,42,1,Lewisham,609,RF,0.6069,426.002,178.72
gcn,42,1,Lewisham,609,XGBoost,0.6227,437.131,183.374
gcn,42,1,Lewisham,609,MLP,0.6006,399.495,176.85
gcn,42,1,Lewisham,609,GATv2,0.7202,499.063,212.07
gcn,42,1,Merton,457,HistAvg,1.0347,493.948,268.128
gcn,42,1,Merton,457,MLR,0.6653,422.94,172.39
gcn,42,1,Merton,457,RF,0.6571,438.249,170.263
gcn,42,1,Merton,457,XGBoost,0.6766,441.689,175.322
gcn,42,1,Merton,457,MLP,0.6558,419.699,169.943
gcn,42,1,Merton,457,GATv2,0.7333,486.158,190.01
gcn,42,1,Newham,465,HistAvg,0.8322,506.085,319.074
gcn,42,1,Newham,465,MLR,0.5694,375.153,218.299
gcn,42,1,Newham,465,RF,0.6077,415.179,232.974
gcn,42,1,Newham,465,XGBoost,0.615,414.898,235.786
gcn,42,1,Newham,465,MLP,0.5755,384.329,220.637
gcn,42,1,Newham,465,GATv2,0.6411,444.952,245.788
gcn,42,1,Redbridge,539,HistAvg,1.1018,465.014,271.086
gcn,42,1,Redbridge,539,MLR,0.682,361.306,167.795
gcn,42,1,Redbridge,539,RF,0.6852,369.409,168.573
gcn,42,1,Redbridge,539,XGBoost,0.6522,334.046,160.465
gcn,42,1,Redbridge,539,MLP,0.6657,344.272,163.785
gcn,42,1,Redbridge,539,GATv2,0.6956,354.888,171.144
gcn,42,1,Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
gcn,42,1,Richmond upon Thames,484,MLR,0.6485,268.456,120.392
gcn,42,1,Richmond upon Thames,484,RF,0.6594,266.909,122.405
gcn,42,1,Richmond upon Thames,484,XGBoost,0.6782,271.139,125.892
gcn,42,1,Richmond upon Thames,484,MLP,0.6868,257.891,127.504
gcn,42,1,Richmond upon Thames,484,GATv2,0.7338,290.939,136.224
gcn,42,1,Southwark,583,HistAvg,0.8601,854.25,414.185
gcn,42,1,Southwark,583,MLR,0.581,644.255,279.801
gcn,42,1,Southwark,583,RF,0.6161,722.073,296.708
gcn,42,1,Southwark,583,XGBoost,0.5916,696.828,284.892
gcn,42,1,Southwark,583,MLP,0.5819,671.016,280.205
gcn,42,1,Southwark,583,GATv2,0.6874,759.526,331.001
gcn,42,1,Sutton,421,HistAvg,1.4868,309.593,241.96
gcn,42,1,Sutton,421,MLR,0.6465,226.834,105.205
gcn,42,1,Sutton,421,RF,0.675,243.169,109.846
gcn,42,1,Sutton,421,XGBoost,0.6911,248.006,112.475
gcn,42,1,Sutton,421,MLP,0.6417,220.471,104.435
gcn,42,1,Sutton,421,GATv2,0.7624,268.388,124.069
gcn,42,1,Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
gcn,42,1,Tower Hamlets,381,MLR,0.5742,302.307,163.227
gcn,42,1,Tower Hamlets,381,RF,0.6036,310.006,171.589
gcn,42,1,Tower Hamlets,381,XGBoost,0.585,305.412,166.295
gcn,42,1,Tower Hamlets,381,MLP,0.5862,297.25,166.658
gcn,42,1,Tower Hamlets,381,GATv2,0.7043,370.877,200.226
gcn,42,1,Waltham Forest,492,HistAvg,0.8879,510.268,280.825
gcn,42,1,Waltham Forest,492,MLR,0.7183,501.817,227.193
gcn,42,1,Waltham Forest,492,RF,0.6405,461.445,202.569
gcn,42,1,Waltham Forest,492,XGBoost,0.6609,477.32,209.031
gcn,42,1,Waltham Forest,492,MLP,0.6797,470.824,214.988
gcn,42,1,Waltham Forest,492,GATv2,0.7107,496.542,224.801
gcn,42,1,Wandsworth,481,HistAvg,0.8146,681.466,346.179
gcn,42,1,Wandsworth,481,MLR,0.634,569.571,269.459
gcn,42,1,Wandsworth,481,RF,0.6413,586.685,272.53
gcn,42,1,Wandsworth,481,XGBoost,0.6379,584.862,271.112
gcn,42,1,Wandsworth,481,MLP,0.6304,563.556,267.89
gcn,42,1,Wandsworth,481,GATv2,0.6822,615.546,289.945
gcn,42,1,Westminster,419,HistAvg,0.763,912.576,497.587
gcn,42,1,Westminster,419,MLR,0.5828,706.27,380.071
gcn,42,1,Westminster,419,RF,0.5606,718.197,365.594
gcn,42,1,Westminster,419,XGBoost,0.5787,701.358,377.379
gcn,42,1,Westminster,419,MLP,0.5453,670.494,355.606
gcn,42,1,Westminster,419,GATv2,0.7046,870.962,459.485
gcn,42,1,Barking and Dagenham,364,GCN,0.7057,532.972,207.809
gcn,42,1,Barnet,993,GCN,0.7206,311.805,154.113
gcn,42,1,Bexley,672,GCN,0.762,316.73,115.289
gcn,42,1,Brent,575,GCN,0.6693,482.566,254.485
gcn,42,1,Bromley,1179,GCN,0.7522,195.048,76.496
gcn,42,1,Camden,424,GCN,0.6371,459.73,257.283
gcn,42,1,City of London,101,GCN,0.6559,768.353,427.426
gcn,42,1,Croydon,1019,GCN,0.6851,264.49,112.805
gcn,42,1,Ealing,683,GCN,0.6952,481.755,229.517
gcn,42,1,Enfield,707,GCN,0.7273,381.591,175.527
gcn,42,1,Greenwich,659,GCN,0.7139,535.973,203.729
gcn,42,1,Hackney,442,GCN,0.6339,420.438,249.755
gcn,42,1,Hammersmith and Fulham,276,GCN,0.7395,691.377,350.603
gcn,42,1,Haringey,461,GCN,0.7037,625.867,318.942
gcn,42,1,Harrow,432,GCN,0.6887,318.907,162.05
gcn,42,1,Havering,691,GCN,0.8398,362.073,140.708
gcn,42,1,Hillingdon,706,GCN,0.753,489.742,179.396
gcn,42,1,Hounslow,651,GCN,0.6833,367.815,170.619
gcn,42,1,Islington,349,GCN,0.6675,636.943,346.77
gcn,42,1,Kensington and Chelsea,260,GCN,0.7445,509.685,322.779
gcn,42,1,Kingston upon Thames,391,GCN,0.7615,489.054,177.44
gcn,42,1,Lambeth,577,GCN,0.7121,871.279,354.165
gcn,42,1,Lewisham,609,GCN,0.6453,422.136,190.011
gcn,42,1,Merton,457,GCN,0.7058,464.013,182.898
gcn,42,1,Newham,465,GCN,0.6455,425.974,247.495
gcn,42,1,Redbridge,539,GCN,0.6714,322.386,165.191
gcn,42,1,Richmond upon Thames,484,GCN,0.781,272.081,144.98
gcn,42,1,Southwark,583,GCN,0.6558,686.637,315.806
gcn,42,1,Sutton,421,GCN,0.6936,228.39,112.878
gcn,42,1,Tower Hamlets,381,GCN,0.6934,326.609,197.115
gcn,42,1,Waltham Forest,492,GCN,0.6645,422.888,210.166
gcn,42,1,Wandsworth,481,GCN,0.6627,544.244,281.621
gcn,42,1,Westminster,419,GCN,0.6483,750.512,422.802
gnn_fairness,42,1,Barking and Dagenham,364,HistAvg,0.893,570.009,262.968
gnn_fairness,42,1,Barking and Dagenham,364,MLR,0.7043,534.701,207.417
gnn_fairness,42,1,Barking and Dagenham,364,RF,0.6935,518.838,204.243
gnn_fairness,42,1,Barking and Dagenham,364,XGBoost,0.6706,504.096,197.476
gnn_fairness,42,1,Barking and Dagenham,364,MLP,0.6811,524.479,200.563
gnn_fairness,42,1,Barking and Dagenham,364,GATv2,0.7123,542.955,209.777
gnn_fairness,42,1,Barnet,993,HistAvg,1.2395,379.816,265.098
gnn_fairness,42,1,Barnet,993,MLR,0.6935,348.166,148.322
gnn_fairness,42,1,Barnet,993,RF,0.6598,309.932,141.12
gnn_fairness,42,1,Barnet,993,XGBoost,0.6577,301.16,140.667
gnn_fairness,42,1,Barnet,993,MLP,0.6739,310.024,144.122
gnn_fairness,42,1,Barnet,993,GATv2,0.7096,315.391,151.77
gnn_fairness,42,1,Bexley,672,HistAvg,1.6969,388.739,256.754
gnn_fairness,42,1,Bexley,672,MLR,0.6933,305.878,104.9
gnn_fairness,42,1,Bexley,672,RF,0.6847,324.38,103.606
gnn_fairness,42,1,Bexley,672,XGBoost,0.6921,301.404,104.715
gnn_fairness,42,1,Bexley,672,MLP,0.6827,306.575,103.3
gnn_fairness,42,1,Bexley,672,GATv2,0.7654,348.208,115.816
gnn_fairness,42,1,Brent,575,HistAvg,0.8181,541.496,311.062
gnn_fairness,42,1,Brent,575,MLR,0.6306,475.734,239.761
gnn_fairness,42,1,Brent,575,RF,0.652,492.364,247.922
gnn_fairness,42,1,Brent,575,XGBoost,0.642,479.007,244.099
gnn_fairness,42,1,Brent,575,MLP,0.6233,467.684,236.974
gnn_fairness,42,1,Brent,575,GATv2,0.6849,507.6,260.422
gnn_fairness,42,1,Bromley,1179,HistAvg,2.6075,309.255,265.171
gnn_fairness,42,1,Bromley,1179,MLR,0.6641,169.238,67.537
gnn_fairness,42,1,Bromley,1179,RF,0.6545,185.347,66.561
gnn_fairness,42,1,Bromley,1179,XGBoost,0.6504,173.117,66.142
gnn_fairness,42,1,Bromley,1179,MLP,0.6558,164.658,66.692
gnn_fairness,42,1,Bromley,1179,GATv2,0.8016,214.276,81.52
gnn_fairness,42,1,Camden,424,HistAvg,0.8666,609.429,349.975
gnn_fairness,42,1,Camden,424,MLR,0.5214,446.19,210.558
gnn_fairness,42,1,Camden,424,RF,0.523,449.668,211.207
gnn_fairness,42,1,Camden,424,XGBoost,0.539,460.715,217.675
gnn_fairness,42,1,Camden,424,MLP,0.5004,420.309,202.057
gnn_fairness,42,1,Camden,424,GATv2,0.7386,577.437,298.26
gnn_fairness,42,1,City of London,101,HistAvg,0.798,914.764,520.033
gnn_fairness,42,1,City of London,101,MLR,0.5655,708.56,368.551
gnn_fairness,42,1,City of London,101,RF,0.5729,731.442,373.354
gnn_fairness,42,1,City of London,101,XGBoost,0.5667,703.402,369.289
gnn_fairness,42,1,City of London,101,MLP,0.5762,650.054,375.467
gnn_fairness,42,1,City of London,101,GATv2,0.7684,917.125,500.742
gnn_fairness,42,1,Croydon,1019,HistAvg,1.5477,343.611,254.841
gnn_fairness,42,1,Croydon,1019,MLR,0.6755,274.015,111.225
gnn_fairness,42,1,Croydon,1019,RF,0.6783,278.265,111.688
gnn_fairness,42,1,Croydon,1019,XGBoost,0.6603,264.784,108.717
gnn_fairness,42,1,Croydon,1019,MLP,0.6659,270.232,109.642
gnn_fairness,42,1,Croydon,1019,GATv2,0.7785,314.306,128.194
gnn_fairness,42,1,Ealing,683,HistAvg,0.9636,570.286,318.126
gnn_fairness,42,1,Ealing,683,MLR,0.6504,470.834,214.746
gnn_fairness,42,1,Ealing,683,RF,0.6688,502.064,220.826
gnn_fairness,42,1,Ealing,683,XGBoost,0.6339,466.953,209.298
gnn_fairness,42,1,Ealing,683,MLP,0.6401,466.09,211.327
gnn_fairness,42,1,Ealing,683,GATv2,0.7703,562.312,254.336
gnn_fairness,42,1,Enfield,707,HistAvg,1.1452,433.336,276.391
gnn_fairness,42,1,Enfield,707,MLR,0.6777,363.783,163.561
gnn_fairness,42,1,Enfield,707,RF,0.7019,394.193,169.399
gnn_fairness,42,1,Enfield,707,XGBoost,0.7009,394.895,169.168
gnn_fairness,42,1,Enfield,707,MLP,0.6638,357.276,160.213
gnn_fairness,42,1,Enfield,707,GATv2,0.7732,416.015,186.622
gnn_fairness,42,1,Greenwich,659,HistAvg,0.9994,596.257,285.229
gnn_fairness,42,1,Greenwich,659,MLR,0.6641,515.151,189.529
gnn_fairness,42,1,Greenwich,659,RF,0.656,538.087,187.228
gnn_fairness,42,1,Greenwich,659,XGBoost,0.6363,526.515,181.603
gnn_fairness,42,1,Greenwich,659,MLP,0.6566,508.849,187.386
gnn_fairness,42,1,Greenwich,659,GATv2,0.7694,569.242,219.583
gnn_fairness,42,1,Hackney,442,HistAvg,0.8267,512.63,325.701
gnn_fairness,42,1,Hackney,442,MLR,0.4995,366.237,196.81
gnn_fairness,42,1,Hackney,442,RF,0.5326,391.617,209.832
gnn_fairness,42,1,Hackney,442,XGBoost,0.5063,361.219,199.469
gnn_fairness,42,1,Hackney,442,MLP,0.4908,354.96,193.37
gnn_fairness,42,1,Hackney,442,GATv2,0.7307,508.936,287.864
